,Etext Number,Keyword,Snippet,Title,Authors,LoCC,Bookshelves,Subjects,rights,Published Year,Normalised Authors,Author Gender,Author Nationality,Author Birth,Author Death,Author Info Source,Author Info Found,Number of books by author
26,145,opium,"cheerfulness in his tone. “He’s gone very deep, sir,” said Mrs. Abel. “He went off gradual between three and four o’clock. Would you please to go and look at him? I thought it no harm to leave him. My man’s gone afield, and the little girl’s seeing to the kettles.” Bulstrode went up. At a glance he knew that Raffles was not in the sleep which brings revival, but in the sleep which streams deeper and deeper into the gulf of death. He looked round the room and saw a bottle with some brandy in it, and the almost empty opium phial. He put the phial out of sight, and carried the brandy-bottle down-stairs with him, locking it again in the wine-cooler. While breakfasting he considered whether he should ride to Middlemarch at once, or wait for Lydgate’s arrival. He decided to wait, and told Mrs. Abel that she might go about her work—he could watch in the bed-chamber. As he sat there and beheld the enemy of his peace going irrevocably into silence, he felt more at rest than he had done for many months. His conscience was soothed by the enfolding wing of secrecy, which seemed just then like",Middlemarch,"Eliot, George",PR,Historical Fiction; Best Books Ever Listings; Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Literature; Browsing: Fiction,City and town life -- Fiction ; Love stories ; Young women -- Fiction ; Married people -- Fiction ; England -- Fiction ; Didactic fiction ; Bildungsromans ; PR ; Domestic fiction,Public domain in the USA.,1871,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
27,145,opium,"more thorough utterance of what had gone on in his mind—entering fully into the fact that his treatment of the patient was opposed to the dominant practice, into his doubts at the last, his ideal of medical duty, and his uneasy consciousness that the acceptance of the money had made some difference in his private inclination and professional behavior, though not in his fulfilment of any publicly recognized obligation. “It has come to my knowledge since,” he added, “that Hawley sent some one to examine the housekeeper at Stone Court, and she said that she gave the patient all the opium in the phial I left, as well as a good deal of brandy. But that would not have been opposed to ordinary prescriptions, even of first-rate men. The suspicions against me had no hold there: they are grounded on the knowledge that I took money, that Bulstrode had strong motives for wishing the man to die, and that he gave me the money as a bribe to concur in some malpractices or other against the patient—that in any case I accepted a bribe to hold my tongue. They are just the suspicions that cling the most obstinately, because they lie",Middlemarch,"Eliot, George",PR,Historical Fiction; Best Books Ever Listings; Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Literature; Browsing: Fiction,City and town life -- Fiction ; Love stories ; Young women -- Fiction ; Married people -- Fiction ; England -- Fiction ; Didactic fiction ; Bildungsromans ; PR ; Domestic fiction,Public domain in the USA.,1871,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
28,145,anodyne,"that all this effect on her nervous system, which evidently involved some new turning towards himself, was due to the excitement of the new impressions which that visit had raised. CHAPTER LXXIX. “Now, I saw in my dream, that just as they had ended their talk, they drew nigh to a very miry slough, that was in the midst of the plain; and they, being heedless, did both fall suddenly into the bog. The name of the slough was Despond.”—BUNYAN. When Rosamond was quiet, and Lydgate had left her, hoping that she might soon sleep under the effect of an anodyne , he went into the drawing-room to fetch a book which he had left there, meaning to spend the evening in his work-room, and he saw on the table Dorothea’s letter addressed to him. He had not ventured to ask Rosamond if Mrs. Casaubon had called, but the reading of this letter assured him of the fact, for Dorothea mentioned that it was to be carried by herself. When Will Ladislaw came in a little later Lydgate met him with a surprise which made it clear that he had not been told of the earlier visit, and Will could not",Middlemarch,"Eliot, George",PR,Historical Fiction; Best Books Ever Listings; Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Literature; Browsing: Fiction,City and town life -- Fiction ; Love stories ; Young women -- Fiction ; Married people -- Fiction ; England -- Fiction ; Didactic fiction ; Bildungsromans ; PR ; Domestic fiction,Public domain in the USA.,1871,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
218,507,narcotic,"large beautiful ear-rings, such as were all the fashion; to have Nottingham lace round the top of her gown, and something to make her handkerchief smell nice, like Miss Lydia Donnithorne’s when she drew it out at church; and not to be obliged to get up early or be scolded by anybody. She thought, if Adam had been rich and could have given her these things, she loved him well enough to marry him. But for the last few weeks a new influence had come over Hetty—vague, atmospheric, shaping itself into no self-confessed hopes or prospects, but producing a pleasant narcotic effect, making her tread the ground and go about her work in a sort of dream, unconscious of weight or effort, and showing her all things through a soft, liquid veil, as if she were living not in this solid world of brick and stone, but in a beatified world, such as the sun lights up for us in the waters. Hetty had become aware that Mr. Arthur Donnithorne would take a good deal of trouble for the chance of seeing her; that he always placed himself at church so as to have the fullest view of her both sitting",Adam Bede,"Eliot, George",PR,Historical Fiction; Banned Books from Anne Haight's list; Browsing: History - British; Browsing: Literature; Browsing: Fiction,Illegitimate children -- Fiction ; Triangles (Interpersonal relations) -- Fiction ; Love stories ; Infanticide -- Fiction ; Women clergy -- Fiction ; England -- Fiction ; Didactic fiction ; Carpenters -- Fiction ; PR,Public domain in the USA.,1859,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
227,550,opium,"husband would be smiling and smiled upon, hiding _her_ existence in the darkest corner of his heart. But she would mar his pleasure: she would go in her dingy rags, with her faded face, once as handsome as the best, with her little child that had its father’s hair and eyes, and disclose herself to the Squire as his eldest son’s wife. It is seldom that the miserable can help regarding their misery as a wrong inflicted by those who are less miserable. Molly knew that the cause of her dingy rags was not her husband’s neglect, but the demon Opium to whom she was enslaved, body and soul, except in the lingering mother’s tenderness that refused to give him her hungry child. She knew this well; and yet, in the moments of wretched unbenumbed consciousness, the sense of her want and degradation transformed itself continually into bitterness towards Godfrey. _He_ was well off; and if she had her rights she would be well off too. The belief that he repented his marriage, and suffered from it, only aggravated her vindictiveness. Just and self-reproving thoughts do not come to us too thickly, even in the purest air, and with the best",Silas Marner,"Eliot, George",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Adopted children -- Fiction ; Fathers and daughters -- Fiction ; Weavers -- Fiction ; England -- Fiction ; Foundlings -- Fiction ; PR ; Domestic fiction,Public domain in the USA.,1861,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
228,550,laudanum,"in a small mincing treble. “And there’s sweet Miss Nancy coming; and we shall dance with her, and promise never to be naughty again, and be taken into favour, and—” “Hold your tongue about Miss Nancy, you fool,” said Godfrey, turning red, “else I’ll throttle you.” “What for?” said Dunsey, still in an artificial tone, but taking a whip from the table and beating the butt-end of it on his palm. “You’ve a very good chance. I’d advise you to creep up her sleeve again: it ’ud be saving time, if Molly should happen to take a drop too much laudanum some day, and make a widower of you. Miss Nancy wouldn’t mind being a second, if she didn’t know it. And you’ve got a good-natured brother, who’ll keep your secret well, because you’ll be so very obliging to him.” “I’ll tell you what it is,” said Godfrey, quivering, and pale again, “my patience is pretty near at an end. If you’d a little more sharpness in you, you might know that you may urge a man a bit too far, and make one leap as easy as another. I don’t know but what it is so now: I may as",Silas Marner,"Eliot, George",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Adopted children -- Fiction ; Fathers and daughters -- Fiction ; Weavers -- Fiction ; England -- Fiction ; Foundlings -- Fiction ; PR ; Domestic fiction,Public domain in the USA.,1861,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
1289,6688,opium,"always be treated with authority in spite of his superior knowingness, had necessarily a fatal fascination for Tom; and every holiday-time Maggie was sure to have days of grief because he had gone off with Bob. Well! there was no hope for it; he was gone now, and Maggie could think of no comfort but to sit down by the hollow, or wander by the hedgerow, and fancy it was all different, refashioning her little world into just what she should like it to be. Maggie’s was a troublous life, and this was the form in which she took her opium . Meanwhile Tom, forgetting all about Maggie and the sting of reproach which he had left in her heart, was hurrying along with Bob, whom he had met accidentally, to the scene of a great rat-catching in a neighbouring barn. Bob knew all about this particular affair, and spoke of the sport with an enthusiasm which no one who is not either divested of all manly feeling, or pitiably ignorant of rat-catching, can fail to imagine. For a person suspected of preternatural wickedness, Bob was really not so very villanous-looking; there was even something agreeable in his snub-nosed face, with",The Mill on the Floss,"Eliot, George",PR,Harvard Classics; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Conflict of generations -- Fiction ; Vendetta -- Fiction ; Water mills -- Fiction ; Love stories ; Young women -- Fiction ; Psychological fiction ; England -- Fiction ; Loss (Psychology) -- Fiction ; Siblings -- Fiction ; PR ; Domestic fiction,Public domain in the USA.,1860,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
1290,6688,opium,"have always had so much pain mingled with it. I wish I could make myself a world outside it, as men do.” “Now you are returning to your old thought in a new form, Maggie,—the thought I used to combat,” said Philip, with a slight tinge of bitterness. “You want to find out a mode of renunciation that will be an escape from pain. I tell you again, there is no such escape possible except by perverting or mutilating one’s nature. What would become of me, if I tried to escape from pain? Scorn and cynicism would be my only opium ; unless I could fall into some kind of conceited madness, and fancy myself a favourite of Heaven because I am not a favourite with men.” The bitterness had taken on some impetuosity as Philip went on speaking; the words were evidently an outlet for some immediate feeling of his own, as well as an answer to Maggie. There was a pain pressing on him at that moment. He shrank with proud delicacy from the faintest allusion to the words of love, of plighted love that had passed between them. It would have seemed to him like reminding Maggie of",The Mill on the Floss,"Eliot, George",PR,Harvard Classics; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Conflict of generations -- Fiction ; Vendetta -- Fiction ; Water mills -- Fiction ; Love stories ; Young women -- Fiction ; Psychological fiction ; England -- Fiction ; Loss (Psychology) -- Fiction ; Siblings -- Fiction ; PR ; Domestic fiction,Public domain in the USA.,1860,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
1291,6688,opium,"has left all these charitable gallantries to me. I hope you’ll reproach him for his shabby conduct.” She returned his smile and bow without speaking, and he turned away, only then observing Stephen and nodding to him. Maggie, conscious that Stephen was still there, busied herself with counting money, and avoided looking up. She had been well pleased that he had devoted himself to Lucy to-day, and had not come near her. They had begun the morning with an indifferent salutation, and both had rejoiced in being aloof from each other, like a patient who has actually done without his opium , in spite of former failures in resolution. And during the last few days they had even been making up their minds to failures, looking to the outward events that must soon come to separate them, as a reason for dispensing with self-conquest in detail. Stephen moved step by step as if he were being unwillingly dragged, until he had got round the open end of the stall, and was half hidden by a screen of draperies. Maggie went on counting her money till she suddenly heard a deep gentle voice saying, “Aren’t you very tired? Do let me bring",The Mill on the Floss,"Eliot, George",PR,Harvard Classics; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Conflict of generations -- Fiction ; Vendetta -- Fiction ; Water mills -- Fiction ; Love stories ; Young women -- Fiction ; Psychological fiction ; England -- Fiction ; Loss (Psychology) -- Fiction ; Siblings -- Fiction ; PR ; Domestic fiction,Public domain in the USA.,1860,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
1363,7469,opium,"as if you had been in the country, old fellow. Is it Cambridge you have been to?” “No,” said Hans, curtly, throwing down his palette with the air of one who has begun to feign by mistake; then pushing forward a chair for Deronda, he threw himself into another, and leaned backward with his hands behind his head, while he went on, “I’ve been to I-don’t-know-where—No man’s land—and a mortally unpleasant country it is.” “You don’t mean to say you have been drinking, Hans,” said Deronda, who had seated himself opposite, in anxious survey. “Nothing so good. I’ve been smoking opium . I always meant to do it some time or other, to try how much bliss could be got by it; and having found myself just now rather out of other bliss, I thought it judicious to seize the opportunity. But I pledge you my word I shall never tap a cask of that bliss again. It disagrees with my constitution.” “What has been the matter? You were in good spirits enough when you wrote to me.” “Oh, nothing in particular. The world began to look seedy—a sort of cabbage-garden with all the cabbages cut. A malady of genius, you",Daniel Deronda,"Eliot, George",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Zionists -- Fiction ; England -- Fiction ; Didactic fiction ; Jewish fiction ; Jews -- England -- Fiction ; PR,Public domain in the USA.,1876,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
1641,10762,opium,"harmoniously great, must belong to a nation of this order, if not in actual existence yet existing in the past, in memory, as a departed, invisible, beloved ideal, once a reality, and perhaps to be restored. A common humanity is not yet enough to feed the rich blood of various activity which makes a complete man. The time is not come for cosmopolitanism to be highly virtuous, any more than for communism to suffice for social energy. I am not bound to feel for a Chinaman as I feel for my fellow-countryman: I am bound not to demoralise him with opium , not to compel him to my will by destroying or plundering the fruits of his labour on the alleged ground that he is not cosmopolitan enough, and not to insult him for his want of my tailoring and religion when he appears as a peaceable visitor on the London pavement. It is admirable in a Briton with a good purpose to learn Chinese, but it would not be a proof of fine intellect in him to taste Chinese poetry in the original more than he tastes the poetry of his own tongue. Affection, intelligence, duty, radiate from a centre,",Impressions of Theophrastus Such,"Eliot, George",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Authors -- Fiction ; Character sketches ; England -- Fiction ; PR,Public domain in the USA.,1870,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
2145,17780,opium,"hardly have chosen a less suitable walk, for though the rain was abating, and presently ceased altogether, there was still a smart shower falling from the trees which arched over the greater part of her way. But she found just the desired relief from her feverish excitement in labouring along the wet paths with an umbrella that made her arm ache. This amount of exertion was to her tiny body what a day’s hunting often was to Mr. Gilfil, who at times had _his_ fits of jealousy and sadness to get rid of, and wisely had recourse to nature’s innocent opium --fatigue. When Caterina reached the pretty arched wooden bridge which formed the only entrance to the Mosslands for any but webbed feet, the sun had mastered the clouds, and was shining through the boughs of the tall elms that made a deep nest for the gardener’s cottage--turning the raindrops into diamonds, and inviting the nasturtium flowers creeping over the porch and low-thatched roof to lift up their flame-coloured heads once more. The rooks were cawing with many-voiced monotony, apparently--by a remarkable approximation to human intelligence--finding great conversational resources in the change of weather. The mossy turf, studded with the broad",Scenes of Clerical Life,"Eliot, George",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,England -- Social life and customs -- 19th century -- Fiction ; PR ; Clergy -- Fiction,Public domain in the USA.,1857,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
2466,24020,anodyne,"has been removed, and the camp has to be repaired. “How are we to raise the money for the French king? How are we to manage the war with those obstinate Pisan rebels? Above all, how are we to mend our plan of government, so as to hit on the best way of getting our magistrates chosen and our laws voted?” Till those questions were well answered trade was in danger of standing still, and that large body of the working men who were not counted as citizens and had not so much as a vote to serve as an anodyne to their stomachs were likely to get impatient. Something must be done. And first the great bell was sounded, to call the citizens to a parliament in the Piazza de’ Signori; and when the crowd was wedged close, and hemmed in by armed men at all the outlets, the Signoria (or Gonfaloniere and eight Priors for the time being) came out and stood by the stone lion on the platform in front of the Old Palace, and proposed that twenty chief men of the city should have dictatorial authority given them, by force of which they should for one year",Romola,"Eliot, George",PR,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction,"Savonarola, Girolamo, 1452-1498 -- Fiction ; Married women -- Fiction ; Greeks -- Italy -- Florence -- Fiction ; Psychological fiction ; Florence (Italy) -- Fiction ; Self-sacrifice -- Fiction ; PR ; Historical fiction ; Women -- Italy -- Florence -- Fiction ; Domestic fiction",Public domain in the USA.,1862,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
2593,28289,opium,"see, then, that I have no arms, and thus cannot help thee?” Since 1848, then, this poet, whom the lovely objects of Nature have always “haunted like a passion,” has not descended from the second story of a Parisian house; this man of hungry intellect has been shut out from all direct observation of life, all contact with society, except such as is derived from visitors to his sick-room. The terrible nervous disease has affected his eyes; the sight of one is utterly gone, and he can only raise the lid of the other by lifting it with his finger. Opium alone is the beneficent genius that stills his pain. We hardly know whether to call it an alleviation or an intensification of the torture that Heine retains his mental vigor, his poetic imagination, and his incisive wit; for if this intellectual activity fills up a blank, it widens the sphere of suffering. His brother described him in 1851 as still, in moments when the hand of pain was not too heavy on him, the same Heinrich Heine, poet and satirist by turns. In such moments he would narrate the strangest things in the gravest manner. But when he came to","The Essays of ""George Eliot""
Complete","Eliot, George",PR,Browsing: History - General; Browsing: Literature,Literature -- History and criticism ; PR,Public domain in the USA.,1876,George Eliot,female,English,1819.0,1880.0,Wikipedia,True,9
