,Book_ID,Keyword,Full_Context
10,103,opium,"bed already supported twenty of these stupefied sots. Fix and Passepartout saw that they were in a smoking-house haunted by those wretched, cadaverous, idiotic creatures to whom the English merchants sell every year the miserable drug called opium, to the amount of one million four hundred thousand pounds—thousands devoted to one of the most despicable vices which afflict humanity! The Chinese government has in vain attempted to deal with the evil by stringent laws. It passed gradually from the rich, to whom it was at first exclusively reserved, to the lower classes, and then its ravages could not be arrested. Opium is smoked everywhere, at all times, by men and women, in the Celestial Empire; and, once accustomed to it, the victims cannot dispense with it, except by suffering horrible bodily contortions and agonies. A great smoker can smoke as many as eight pipes a day; but he dies in five years. It was in one of these dens that Fix and Passepartout, in search of a friendly glass, found themselves. Passepartout had no money, but willingly accepted Fix’s invitation in the hope of returning the obligation at some future time. They ordered two bottles of port, to which the Frenchman"
11,103,opium,"robber you are seeking for—which I deny—I have been, am, in his service; I have seen his generosity and goodness; and I will never betray him—not for all the gold in the world. I come from a village where they don’t eat that kind of bread!” “You refuse?” “I refuse.” “Consider that I’ve said nothing,” said Fix; “and let us drink.” “Yes; let us drink!” Passepartout felt himself yielding more and more to the effects of the liquor. Fix, seeing that he must, at all hazards, be separated from his master, wished to entirely overcome him. Some pipes full of opium lay upon the table. Fix slipped one into Passepartout’s hand. He took it, put it between his lips, lit it, drew several puffs, and his head, becoming heavy under the influence of the narcotic, fell upon the table. “At last!” said Fix, seeing Passepartout unconscious. “Mr. Fogg will not be informed of the ‘Carnatic’s’ departure; and, if he is, he will have to go without this cursed Frenchman!” And, after paying his bill, Fix left the tavern. CHAPTER XX. IN WHICH FIX COMES FACE TO FACE WITH PHILEAS FOGG While these events were passing at the opium-house, Mr. Fogg, unconscious"
12,103,opium,"pipes full of opium lay upon the table. Fix slipped one into Passepartout’s hand. He took it, put it between his lips, lit it, drew several puffs, and his head, becoming heavy under the influence of the narcotic, fell upon the table. “At last!” said Fix, seeing Passepartout unconscious. “Mr. Fogg will not be informed of the ‘Carnatic’s’ departure; and, if he is, he will have to go without this cursed Frenchman!” And, after paying his bill, Fix left the tavern. CHAPTER XX. IN WHICH FIX COMES FACE TO FACE WITH PHILEAS FOGG While these events were passing at the opium -house, Mr. Fogg, unconscious of the danger he was in of losing the steamer, was quietly escorting Aouda about the streets of the English quarter, making the necessary purchases for the long voyage before them. It was all very well for an Englishman like Mr. Fogg to make the tour of the world with a carpet-bag; a lady could not be expected to travel comfortably under such conditions. He acquitted his task with characteristic serenity, and invariably replied to the remonstrances of his fair companion, who was confused by his patience and generosity: “It is in the interest of my"
13,103,opium,"he is, he is a polite one!” The sails and the English flag were hoisted at ten minutes past three. Mr. Fogg and Aouda, who were seated on deck, cast a last glance at the quay, in the hope of espying Passepartout. Fix was not without his fears lest chance should direct the steps of the unfortunate servant, whom he had so badly treated, in this direction; in which case an explanation the reverse of satisfactory to the detective must have ensued. But the Frenchman did not appear, and, without doubt, was still lying under the stupefying influence of the opium . John Bunsby, master, at length gave the order to start, and the “Tankadere,” taking the wind under her brigantine, foresail, and standing-jib, bounded briskly forward over the waves. CHAPTER XXI. IN WHICH THE MASTER OF THE “TANKADERE” RUNS GREAT RISK OF LOSING A REWARD OF TWO HUNDRED POUNDS This voyage of eight hundred miles was a perilous venture on a craft of twenty tons, and at that season of the year. The Chinese seas are usually boisterous, subject to terrible gales of wind, and especially during the equinoxes; and it was now early November. It would clearly have been"
14,103,opium,"MONEY IN ONE’S POCKET The “Carnatic,” setting sail from Hong Kong at half-past six on the 7th of November, directed her course at full steam towards Japan. She carried a large cargo and a well-filled cabin of passengers. Two state-rooms in the rear were, however, unoccupied—those which had been engaged by Phileas Fogg. The next day a passenger with a half-stupefied eye, staggering gait, and disordered hair, was seen to emerge from the second cabin, and to totter to a seat on deck. It was Passepartout; and what had happened to him was as follows: Shortly after Fix left the opium den, two waiters had lifted the unconscious Passepartout, and had carried him to the bed reserved for the smokers. Three hours later, pursued even in his dreams by a fixed idea, the poor fellow awoke, and struggled against the stupefying influence of the narcotic. The thought of a duty unfulfilled shook off his torpor, and he hurried from the abode of drunkenness. Staggering and holding himself up by keeping against the walls, falling down and creeping up again, and irresistibly impelled by a kind of instinct, he kept crying out, “The ‘Carnatic!’ the ‘Carnatic!’” The steamer lay puffing alongside the"
15,103,opium,"and fell unconscious on the deck, just as the “Carnatic” was moving off. Several sailors, who were evidently accustomed to this sort of scene, carried the poor Frenchman down into the second cabin, and Passepartout did not wake until they were one hundred and fifty miles away from China. Thus he found himself the next morning on the deck of the “Carnatic,” and eagerly inhaling the exhilarating sea-breeze. The pure air sobered him. He began to collect his sense, which he found a difficult task; but at last he recalled the events of the evening before, Fix’s revelation, and the opium -house. “It is evident,” said he to himself, “that I have been abominably drunk! What will Mr. Fogg say? At least I have not missed the steamer, which is the most important thing.” Then, as Fix occurred to him: “As for that rascal, I hope we are well rid of him, and that he has not dared, as he proposed, to follow us on board the “Carnatic.” A detective on the track of Mr. Fogg, accused of robbing the Bank of England! Pshaw! Mr. Fogg is no more a robber than I am a murderer.” Should he divulge Fix’s real"
16,103,opium,"eyes, flat chests, teeth fashionably blackened, and gowns crossed with silken scarfs, tied in an enormous knot behind an ornament which the modern Parisian ladies seem to have borrowed from the dames of Japan. Passepartout wandered for several hours in the midst of this motley crowd, looking in at the windows of the rich and curious shops, the jewellery establishments glittering with quaint Japanese ornaments, the restaurants decked with streamers and banners, the tea-houses, where the odorous beverage was being drunk with “saki,” a liquor concocted from the fermentation of rice, and the comfortable smoking-houses, where they were puffing, not opium , which is almost unknown in Japan, but a very fine, stringy tobacco. He went on till he found himself in the fields, in the midst of vast rice plantations. There he saw dazzling camellias expanding themselves, with flowers which were giving forth their last colours and perfumes, not on bushes, but on trees, and within bamboo enclosures, cherry, plum, and apple trees, which the Japanese cultivate rather for their blossoms than their fruit, and which queerly-fashioned, grinning scarecrows protected from the sparrows, pigeons, ravens, and other voracious birds. On the branches of the cedars were perched large eagles; amid"
17,103,opium,"so changed the position of his nose as to bring the “pyramid” pell-mell upon the stage. All this Passepartout learned from Aouda, who recounted to him what had taken place on the voyage from Hong Kong to Shanghai on the “Tankadere,” in company with one Mr. Fix. Passepartout did not change countenance on hearing this name. He thought that the time had not yet arrived to divulge to his master what had taken place between the detective and himself; and, in the account he gave of his absence, he simply excused himself for having been overtaken by drunkenness, in smoking opium at a tavern in Hong Kong. Mr. Fogg heard this narrative coldly, without a word; and then furnished his man with funds necessary to obtain clothing more in harmony with his position. Within an hour the Frenchman had cut off his nose and parted with his wings, and retained nothing about him which recalled the sectary of the god Tingou. The steamer which was about to depart from Yokohama to San Francisco belonged to the Pacific Mail Steamship Company, and was named the “General Grant.” She was a large paddle-wheel steamer of two thousand five hundred tons; well equipped and"
18,103,narcotic,"Hong Kong. He accordingly invited his companion into a tavern which caught his eye on the quay. On entering, they found themselves in a large room handsomely decorated, at the end of which was a large camp-bed furnished with cushions. Several persons lay upon this bed in a deep sleep. At the small tables which were arranged about the room some thirty customers were drinking English beer, porter, gin, and brandy; smoking, the while, long red clay pipes stuffed with little balls of opium mingled with essence of rose. From time to time one of the smokers, overcome with the narcotic , would slip under the table, whereupon the waiters, taking him by the head and feet, carried and laid him upon the bed. The bed already supported twenty of these stupefied sots. Fix and Passepartout saw that they were in a smoking-house haunted by those wretched, cadaverous, idiotic creatures to whom the English merchants sell every year the miserable drug called opium, to the amount of one million four hundred thousand pounds—thousands devoted to one of the most despicable vices which afflict humanity! The Chinese government has in vain attempted to deal with the evil by stringent laws. It passed"
19,103,narcotic,"come from a village where they don’t eat that kind of bread!” “You refuse?” “I refuse.” “Consider that I’ve said nothing,” said Fix; “and let us drink.” “Yes; let us drink!” Passepartout felt himself yielding more and more to the effects of the liquor. Fix, seeing that he must, at all hazards, be separated from his master, wished to entirely overcome him. Some pipes full of opium lay upon the table. Fix slipped one into Passepartout’s hand. He took it, put it between his lips, lit it, drew several puffs, and his head, becoming heavy under the influence of the narcotic , fell upon the table. “At last!” said Fix, seeing Passepartout unconscious. “Mr. Fogg will not be informed of the ‘Carnatic’s’ departure; and, if he is, he will have to go without this cursed Frenchman!” And, after paying his bill, Fix left the tavern. CHAPTER XX. IN WHICH FIX COMES FACE TO FACE WITH PHILEAS FOGG While these events were passing at the opium-house, Mr. Fogg, unconscious of the danger he was in of losing the steamer, was quietly escorting Aouda about the streets of the English quarter, making the necessary purchases for the long voyage before them. It was"
20,103,narcotic,"however, unoccupied—those which had been engaged by Phileas Fogg. The next day a passenger with a half-stupefied eye, staggering gait, and disordered hair, was seen to emerge from the second cabin, and to totter to a seat on deck. It was Passepartout; and what had happened to him was as follows: Shortly after Fix left the opium den, two waiters had lifted the unconscious Passepartout, and had carried him to the bed reserved for the smokers. Three hours later, pursued even in his dreams by a fixed idea, the poor fellow awoke, and struggled against the stupefying influence of the narcotic . The thought of a duty unfulfilled shook off his torpor, and he hurried from the abode of drunkenness. Staggering and holding himself up by keeping against the walls, falling down and creeping up again, and irresistibly impelled by a kind of instinct, he kept crying out, “The ‘Carnatic!’ the ‘Carnatic!’” The steamer lay puffing alongside the quay, on the point of starting. Passepartout had but few steps to go; and, rushing upon the plank, he crossed it, and fell unconscious on the deck, just as the “Carnatic” was moving off. Several sailors, who were evidently accustomed to this sort"
21,103,black smoke,"the steam concealed it fitfully from the view; the travellers could scarcely discern the fort of Chupenie, twenty miles south-westward from Benares, the ancient stronghold of the rajahs of Behar; or Ghazipur and its famous rose-water factories; or the tomb of Lord Cornwallis, rising on the left bank of the Ganges; the fortified town of Buxar, or Patna, a large manufacturing and trading-place, where is held the principal opium market of India; or Monghir, a more than European town, for it is as English as Manchester or Birmingham, with its iron foundries, edgetool factories, and high chimneys puffing clouds of black smoke heavenward. Night came on; the train passed on at full speed, in the midst of the roaring of the tigers, bears, and wolves which fled before the locomotive; and the marvels of Bengal, Golconda ruined Gour, Murshedabad, the ancient capital, Burdwan, Hugly, and the French town of Chandernagor, where Passepartout would have been proud to see his country’s flag flying, were hidden from their view in the darkness. Calcutta was reached at seven in the morning, and the packet left for Hong Kong at noon; so that Phileas Fogg had five hours before him. According to his journal, he was"
22,133,opium,"light, he inscribed some notes in his book, put it back in his pocket, and came out. In answer to Theron's marvelling stare, he pointed toward a pipe of odd construction lying on the floor beneath the sleeper. “This is one of my regular afternoon duties,” he explained, again with the whimsical half-smile. “I am increasing his dose monthly by regular stages, and the results promise to be rather remarkable. Heretofore, observations have been made mostly on diseased or morbidly deteriorated subjects. This fellow of mine is strong as an ox, perfectly nourished, and watched over intelligently. He can assimilate opium enough to kill you and me and every other vertebrate creature on the premises, without turning a hair, and he hasn't got even fairly under way yet.” The thing was unpleasant, and the young minister turned away. They walked together up the path toward the house. His mind was full now of the hostile things which Celia had said about the doctor. He had vaguely sympathized with her then, upon no special knowledge of his own. Now he felt that his sentiments were vehemently in accord with hers. The doctor WAS a beast. And yet--as they moved slowly along through"
23,33,nepenthe,"pledge. The moans of the little patient subsided; its convulsive tossings gradually ceased; and in a few moments, as is the custom of young children after relief from pain, it sank into a profound and dewy slumber. The physician, as he had a fair right to be termed, next bestowed his attention on the mother. With calm and intent scrutiny, he felt her pulse, looked into her eyes—a gaze that made her heart shrink and shudder, because so familiar, and yet so strange and cold—and, finally, satisfied with his investigation, proceeded to mingle another draught. “I know not Lethe nor Nepenthe ,” remarked he; “but I have learned many new secrets in the wilderness, and here is one of them—a recipe that an Indian taught me, in requital of some lessons of my own, that were as old as Paracelsus. Drink it! It may be less soothing than a sinless conscience. That I cannot give thee. But it will calm the swell and heaving of thy passion, like oil thrown on the waves of a tempestuous sea.” He presented the cup to Hester, who received it with a slow, earnest look into his face; not precisely a look of fear, yet"
24,145,opium,"one hand it must have the utmost play for its spontaneity; on the other, it may confidently await those messages from the universe which summon it to its peculiar work, only placing itself in an attitude of receptivity towards all sublime chances. The attitudes of receptivity are various, and Will had sincerely tried many of them. He was not excessively fond of wine, but he had several times taken too much, simply as an experiment in that form of ecstasy; he had fasted till he was faint, and then supped on lobster; he had made himself ill with doses of opium . Nothing greatly original had resulted from these measures; and the effects of the opium had convinced him that there was an entire dissimilarity between his constitution and De Quincey’s. The superadded circumstance which would evolve the genius had not yet come; the universe had not yet beckoned. Even Caesar’s fortune at one time was but a grand presentiment. We know what a masquerade all development is, and what effective shapes may be disguised in helpless embryos. In fact, the world is full of hopeful analogies and handsome dubious eggs called possibilities. Will saw clearly enough the pitiable instances of"
25,145,opium,"it may confidently await those messages from the universe which summon it to its peculiar work, only placing itself in an attitude of receptivity towards all sublime chances. The attitudes of receptivity are various, and Will had sincerely tried many of them. He was not excessively fond of wine, but he had several times taken too much, simply as an experiment in that form of ecstasy; he had fasted till he was faint, and then supped on lobster; he had made himself ill with doses of opium. Nothing greatly original had resulted from these measures; and the effects of the opium had convinced him that there was an entire dissimilarity between his constitution and De Quincey’s. The superadded circumstance which would evolve the genius had not yet come; the universe had not yet beckoned. Even Caesar’s fortune at one time was but a grand presentiment. We know what a masquerade all development is, and what effective shapes may be disguised in helpless embryos. In fact, the world is full of hopeful analogies and handsome dubious eggs called possibilities. Will saw clearly enough the pitiable instances of long incubation producing no chick, and but for gratitude would have laughed at Casaubon, whose"
26,145,opium,"guinea when everybody knows that the seats have been sold wholesale. Wait for wisdom and conscience in public agents—fiddlestick! The only conscience we can trust to is the massive sense of wrong in a class, and the best wisdom that will work is the wisdom of balancing claims. That’s my text—which side is injured? I support the man who supports their claims; not the virtuous upholder of the wrong.” “That general talk about a particular case is mere question begging, Ladislaw. When I say, I go in for the dose that cures, it doesn’t follow that I go in for opium in a given case of gout.” “I am not begging the question we are upon—whether we are to try for nothing till we find immaculate men to work with. Should you go on that plan? If there were one man who would carry you a medical reform and another who would oppose it, should you inquire which had the better motives or even the better brains?” “Oh, of course,” said Lydgate, seeing himself checkmated by a move which he had often used himself, “if one did not work with such men as are at hand, things must come to a"
27,145,opium,"of miracle-workers. Some of that twice-blessed mercy was always with Lydgate in his work at the Hospital or in private houses, serving better than any opiate to quiet and sustain him under his anxieties and his sense of mental degeneracy. Mr. Farebrother’s suspicion as to the opiate was true, however. Under the first galling pressure of foreseen difficulties, and the first perception that his marriage, if it were not to be a yoked loneliness, must be a state of effort to go on loving without too much care about being loved, he had once or twice tried a dose of opium . But he had no hereditary constitutional craving after such transient escapes from the hauntings of misery. He was strong, could drink a great deal of wine, but did not care about it; and when the men round him were drinking spirits, he took sugar and water, having a contemptuous pity even for the earliest stages of excitement from drink. It was the same with gambling. He had looked on at a great deal of gambling in Paris, watching it as if it had been a disease. He was no more tempted by such winning than he was by drink."
28,145,opium,"of gambling in Paris, watching it as if it had been a disease. He was no more tempted by such winning than he was by drink. He had said to himself that the only winning he cared for must be attained by a conscious process of high, difficult combination tending towards a beneficent result. The power he longed for could not be represented by agitated fingers clutching a heap of coin, or by the half-barbarous, half-idiotic triumph in the eyes of a man who sweeps within his arms the ventures of twenty chapfallen companions. But just as he had tried opium , so his thought now began to turn upon gambling—not with appetite for its excitement, but with a sort of wistful inward gaze after that easy way of getting money, which implied no asking and brought no responsibility. If he had been in London or Paris at that time, it is probable that such thoughts, seconded by opportunity, would have taken him into a gambling-house, no longer to watch the gamblers, but to watch with them in kindred eagerness. Repugnance would have been surmounted by the immense need to win, if chance would be kind enough to let him. An"
29,145,opium,"disease. Still, new symptoms may arise. I shall come again to-morrow morning.” After waiting for the note to be carried to Mrs. Bulstrode, Lydgate rode away, forming no conjectures, in the first instance, about the history of Raffles, but rehearsing the whole argument, which had lately been much stirred by the publication of Dr. Ware’s abundant experience in America, as to the right way of treating cases of alcoholic poisoning such as this. Lydgate, when abroad, had already been interested in this question: he was strongly convinced against the prevalent practice of allowing alcohol and persistently administering large doses of opium ; and he had repeatedly acted on this conviction with a favorable result. “The man is in a diseased state,” he thought, “but there’s a good deal of wear in him still. I suppose he is an object of charity to Bulstrode. It is curious what patches of hardness and tenderness lie side by side in men’s dispositions. Bulstrode seems the most unsympathetic fellow I ever saw about some people, and yet he has taken no end of trouble, and spent a great deal of money, on benevolent objects. I suppose he has some test by which he finds out"
30,145,opium,"here yourself?” said Lydgate, looking at Bulstrode with an abrupt question, which made him uneasy, though in reality it was not due to any suspicious conjecture. “Yes, I think so,” said Bulstrode, governing himself and speaking with deliberation. “Mrs. Bulstrode is advised of the reasons which detain me. Mrs. Abel and her husband are not experienced enough to be left quite alone, and this kind of responsibility is scarcely included in their service of me. You have some fresh instructions, I presume.” The chief new instruction that Lydgate had to give was on the administration of extremely moderate doses of opium , in case of the sleeplessness continuing after several hours. He had taken the precaution of bringing opium in his pocket, and he gave minute directions to Bulstrode as to the doses, and the point at which they should cease. He insisted on the risk of not ceasing; and repeated his order that no alcohol should be given. “From what I see of the case,” he ended, “narcotism is the only thing I should be much afraid of. He may wear through even without much food. There’s a good deal of strength in him.” “You look ill yourself, Mr. Lydgate—a"
31,145,opium,"reality it was not due to any suspicious conjecture. “Yes, I think so,” said Bulstrode, governing himself and speaking with deliberation. “Mrs. Bulstrode is advised of the reasons which detain me. Mrs. Abel and her husband are not experienced enough to be left quite alone, and this kind of responsibility is scarcely included in their service of me. You have some fresh instructions, I presume.” The chief new instruction that Lydgate had to give was on the administration of extremely moderate doses of opium, in case of the sleeplessness continuing after several hours. He had taken the precaution of bringing opium in his pocket, and he gave minute directions to Bulstrode as to the doses, and the point at which they should cease. He insisted on the risk of not ceasing; and repeated his order that no alcohol should be given. “From what I see of the case,” he ended, “narcotism is the only thing I should be much afraid of. He may wear through even without much food. There’s a good deal of strength in him.” “You look ill yourself, Mr. Lydgate—a most unusual, I may say unprecedented thing in my knowledge of you,” said Bulstrode, showing a solicitude as"
32,145,opium,"at the persistent life in this man, whom he would fain have seen sinking into the silence of death: imperious will stirred murderous impulses towards this brute life, over which will, by itself, had no power. He said inwardly that he was getting too much worn; he would not sit up with the patient to-night, but leave him to Mrs. Abel, who, if necessary, could call her husband. At six o’clock, Raffles, having had only fitful perturbed snatches of sleep, from which he waked with fresh restlessness and perpetual cries that he was sinking away, Bulstrode began to administer the opium according to Lydgate’s directions. At the end of half an hour or more he called Mrs. Abel and told her that he found himself unfit for further watching. He must now consign the patient to her care; and he proceeded to repeat to her Lydgate’s directions as to the quantity of each dose. Mrs. Abel had not before known anything of Lydgate’s prescriptions; she had simply prepared and brought whatever Bulstrode ordered, and had done what he pointed out to her. She began now to ask what else she should do besides administering the opium. “Nothing at present, except the"
33,145,opium,"Bulstrode began to administer the opium according to Lydgate’s directions. At the end of half an hour or more he called Mrs. Abel and told her that he found himself unfit for further watching. He must now consign the patient to her care; and he proceeded to repeat to her Lydgate’s directions as to the quantity of each dose. Mrs. Abel had not before known anything of Lydgate’s prescriptions; she had simply prepared and brought whatever Bulstrode ordered, and had done what he pointed out to her. She began now to ask what else she should do besides administering the opium . “Nothing at present, except the offer of the soup or the soda-water: you can come to me for further directions. Unless there is any important change, I shall not come into the room again to-night. You will ask your husband for help if necessary. I must go to bed early.” “You’ve much need, sir, I’m sure,” said Mrs. Abel, “and to take something more strengthening than what you’ve done.” Bulstrode went away now without anxiety as to what Raffles might say in his raving, which had taken on a muttering incoherence not likely to create any dangerous belief. At"
