Book_ID,Keyword,Etext Number,Authors,LoCC,Published Year,Author Gender,Assigned_Gender,Character_Name,Verb,Role,Agency,Power,Sentiment
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,instruct,theme,,-1.0,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,abandon,theme,,-1.0,0.0666666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,obey,agent,-1.0,-1.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,afflict,theme,,,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,treat,theme,,-1.0,0.7
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,become,agent,1.0,-1.0,0.0
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,become,agent,1.0,-1.0,0.0
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,cure,theme,,-1.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,find,theme,,0.0,0.466666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,use,agent,1.0,1.0,0.166666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,acknowledge,theme,,-1.0,0.233333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,love,agent,1.0,0.0,0.566666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Anonymous,prove,agent,1.0,1.0,0.2
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Anonymous,try,agent,1.0,0.0,0.266666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,question,theme,,-1.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,abandon,theme,,-1.0,0.0666666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,question,theme,,-1.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,confess,agent,1.0,0.0,0.0333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Munson,question,theme,,-1.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Munson,confess,agent,1.0,0.0,0.0333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Munson,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Medjora,glance,agent,-1.0,,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Medjora,convince,theme,,-1.0,0.4
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Medjora,venture,agent,1.0,,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Medjora,say,agent,1.0,0.0,0.166666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Medjora,venture,agent,1.0,,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Medjora,say,agent,1.0,0.0,0.166666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Conlin,testify,agent,1.0,0.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Conlin,obey,agent,-1.0,-1.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Conlin,administer,agent,1.0,1.0,0.266666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Conlin,see,agent,-1.0,0.0,0.433333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Conlin,think,agent,1.0,0.0,0.2
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Conlin,claim,agent,1.0,1.0,0.433333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Conlin,administer,agent,1.0,1.0,0.266666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Conlin,see,agent,-1.0,0.0,0.433333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Conlin,think,agent,1.0,0.0,0.2
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Conlin,claim,agent,1.0,1.0,0.433333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,taste,agent,1.0,1.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,obtain,agent,1.0,1.0,0.4
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,abstract,agent,,,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,become,agent,1.0,-1.0,0.0
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,become,agent,1.0,-1.0,0.0
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,suspect,theme,,0.0,-0.466666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,use,agent,1.0,1.0,0.166666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,have,agent,,,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,leave,theme,,-1.0,0.1
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,leave,theme,,-1.0,0.1
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,leave,theme,,-1.0,0.1
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,suffer,agent,-1.0,-1.0,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,grieve,agent,-1.0,-1.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,have,agent,,,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,lose,agent,0.0,-1.0,0.1
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,have,agent,,,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Sloane,prevent,theme,,-1.0,0.0666666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Sloane,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Sloane,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Sloane,reach,theme,,1.0,0.166666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,do,agent,1.0,1.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,have,agent,,,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,observe,theme,,0.0,0.266666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,return,agent,1.0,1.0,0.233333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,expect,theme,,-1.0,0.1
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,return,agent,1.0,1.0,0.233333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,remain,agent,-1.0,,0.2
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,know,agent,-1.0,1.0,0.5
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Newburg,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Newburg,testify,agent,1.0,0.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Newburg,know,agent,-1.0,1.0,0.5
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Newburg,think,agent,1.0,0.0,0.2
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Fisher,think,agent,1.0,0.0,0.2
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Fisher,say,agent,1.0,0.0,0.166666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Fisher,think,agent,1.0,0.0,0.2
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Fisher,come,agent,1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Fisher,think,agent,1.0,0.0,0.2
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Orton,cite,theme,,1.0,0.0666666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Orton,ask,theme,,1.0,0.2
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Orton,say,agent,1.0,0.0,0.166666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Orton,ask,theme,,1.0,0.2
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Orton,try,agent,1.0,0.0,0.266666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Orton,admit,agent,1.0,-1.0,0.0
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Orton,read,agent,0.0,1.0,0.233333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Orton,defend,agent,1.0,1.0,0.533333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Orton,pay,theme,,-1.0,-0.0666666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,tell,agent,1.0,0.0,0.266666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,answer,agent,0.0,-1.0,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,say,agent,1.0,0.0,0.166666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,assert,agent,1.0,1.0,0.366666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,answer,agent,0.0,-1.0,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,say,agent,1.0,0.0,0.166666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,assert,agent,1.0,1.0,0.366666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,use,agent,1.0,1.0,0.166666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,have,agent,,,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,know,agent,-1.0,1.0,0.5
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,have,agent,,,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,say,agent,1.0,0.0,0.166666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,hear,agent,-1.0,-1.0,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,recognize,agent,-1.0,-1.0,0.466666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,see,agent,-1.0,0.0,0.433333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,attempt,agent,1.0,0.0,0.2
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,refute,agent,,,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,dare,agent,1.0,1.0,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Bright,essay,agent,,,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Bright,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Orton,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Orton,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Orton,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,blank cartridge,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Anonymous,have,agent,,,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Anonymous,understand,agent,0.0,1.0,0.666666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Meredith,recognize,agent,-1.0,-1.0,0.466666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Meredith,call,agent,1.0,-1.0,0.2
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,Meredith,believe,theme,,1.0,0.133333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Fisher,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Fisher,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Fisher,receive,agent,-1.0,-1.0,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Fisher,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Fisher,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Fisher,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Fisher,kill,theme,,-1.0,0.0666666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Fisher,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Fisher,have,agent,,,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,have,agent,,,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,recover,agent,1.0,0.0,0.533333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,see,theme,,0.0,0.4
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,have,agent,,,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,have,agent,,,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,affect,theme,,-1.0,0.366666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,recover,agent,1.0,0.0,0.533333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,have,agent,,,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,offer,agent,1.0,1.0,0.533333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,yield,agent,0.0,1.0,0.366666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Anonymous,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,habitué,know,agent,-1.0,1.0,0.5
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,habitué,pierce,agent,1.0,1.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,habitué,see,theme,,0.0,0.4
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Male,habitué,do,agent,1.0,1.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,tell,agent,1.0,0.0,0.266666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,take,agent,1.0,0.0,0.6
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Medjora,tell,agent,1.0,0.0,0.266666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Mabel,connect,theme,,-1.0,0.233333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Mabel,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Mabel,suffer,agent,-1.0,-1.0,0.333333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Mabel,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Mabel,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Mabel,contract,agent,1.0,-1.0,0.133333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Mabel,contract,agent,1.0,-1.0,0.133333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Barnes,push,agent,1.0,1.0,-0.2
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Barnes,make,agent,1.0,1.0,0.1
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Barnes,reach,theme,,1.0,0.166666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Barnes,withdraw,agent,1.0,1.0,0.166666666667
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Barnes,enter,agent,1.0,1.0,0.4
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Barnes,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Barnes,do,agent,1.0,1.0,
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Barnes,deprive,theme,,-1.0,0.233333333333
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Barnes,die,agent,-1.0,,0.3
32985,morphine,32985,"Ottolengui, Rodrigues",PS,1894,male,Female,Barnes,die,agent,-1.0,,0.3
32988,opium,32988,"Wilson, Harry Leon",PS,1907,male,Male,Griggs,know,agent,-1.0,1.0,0.5
32988,opium,32988,"Wilson, Harry Leon",PS,1907,male,Male,Griggs,dare,agent,1.0,1.0,0.3
32988,opium,32988,"Wilson, Harry Leon",PS,1907,male,Male,Griggs,do,agent,1.0,1.0,
32988,opium,32988,"Wilson, Harry Leon",PS,1907,male,Male,Griggs,saddle,agent,1.0,1.0,
32988,opium,32988,"Wilson, Harry Leon",PS,1907,male,Male,Griggs,listen,agent,1.0,-1.0,
32988,opium,32988,"Wilson, Harry Leon",PS,1907,male,Male,Griggs,hear,agent,-1.0,-1.0,0.3
32988,opium,32988,"Wilson, Harry Leon",PS,1907,male,Male,Griggs,have,agent,,,0.333333333333
33096,opium,33096,"Brown, Ivor John Carnegie",PR,1915,male,Male,Uncle Paul,wonder,agent,-1.0,-1.0,
33096,opium,33096,"Brown, Ivor John Carnegie",PR,1915,male,Male,Uncle Paul,suffer,agent,-1.0,-1.0,0.333333333333
33096,opium,33096,"Brown, Ivor John Carnegie",PR,1915,male,Male,Uncle Paul,pester,theme,,,
33096,opium,33096,"Brown, Ivor John Carnegie",PR,1915,male,Male,Uncle Paul,row,agent,1.0,1.0,
33096,opium,33096,"Brown, Ivor John Carnegie",PR,1915,male,Male,Uncle Paul,join,agent,1.0,-1.0,0.3
33096,opium,33096,"Brown, Ivor John Carnegie",PR,1915,male,Male,Uncle Paul,talk,agent,1.0,,0.166666666667
33096,opium,33096,"Brown, Ivor John Carnegie",PR,1915,male,Male,Uncle Paul,refuse,agent,1.0,1.0,0.233333333333
33096,opium,33096,"Brown, Ivor John Carnegie",PR,1915,male,Male,Uncle Paul,hear,agent,-1.0,-1.0,0.3
33096,opium,33096,"Brown, Ivor John Carnegie",PR,1915,male,Male,Uncle Paul,receive,agent,-1.0,-1.0,0.3
33096,opium,33096,"Brown, Ivor John Carnegie",PR,1915,male,Male,Uncle Paul,attend,agent,0.0,-1.0,0.266666666667
33096,opium,33096,"Brown, Ivor John Carnegie",PR,1915,male,Male,Uncle Paul,use,agent,1.0,1.0,0.166666666667
33099,soporific,33099,"Saltus, Edgar",PS,1888,male,Male,Tristrem,breathe,agent,-1.0,,0.333333333333
33099,soporific,33099,"Saltus, Edgar",PS,1888,male,Male,Tristrem,urge,agent,1.0,0.0,0.3
33099,soporific,33099,"Saltus, Edgar",PS,1888,male,Male,Tristrem,urge,theme,,0.0,0.3
33099,soporific,33099,"Saltus, Edgar",PS,1888,male,Male,Tristrem,open,agent,1.0,1.0,0.333333333333
33099,soporific,33099,"Saltus, Edgar",PS,1888,male,Male,Tristrem,lose,agent,0.0,-1.0,0.1
33099,soporific,33099,"Saltus, Edgar",PS,1888,male,Male,Tristrem,make,agent,1.0,1.0,0.1
33101,opium,33101,"Ovington, Mary White",PS,1920,male,Male,William Applebaum,say,agent,1.0,0.0,0.166666666667
33101,opium,33101,"Ovington, Mary White",PS,1920,male,Male,William Applebaum,look,agent,0.0,0.0,0.333333333333
33101,opium,33101,"Ovington, Mary White",PS,1920,male,Male,William Applebaum,think,agent,1.0,0.0,0.2
33101,opium,33101,"Ovington, Mary White",PS,1920,male,Male,William Applebaum,bring,agent,1.0,1.0,0.233333333333
33101,opium,33101,"Ovington, Mary White",PS,1920,male,Male,William Applebaum,get,agent,1.0,1.0,0.333333333333
33101,opium,33101,"Ovington, Mary White",PS,1920,male,Male,William Applebaum,find,agent,0.0,0.0,0.3
33101,opium,33101,"Ovington, Mary White",PS,1920,male,Male,William Applebaum,force,agent,1.0,1.0,-0.233333333333
33101,opium,33101,"Ovington, Mary White",PS,1920,male,Male,William Applebaum,ask,agent,1.0,-1.0,0.166666666667
33101,opium,33101,"Ovington, Mary White",PS,1920,male,Male,William Applebaum,battle,agent,1.0,1.0,
33101,opium,33101,"Ovington, Mary White",PS,1920,male,Male,William Applebaum,say,agent,1.0,0.0,0.166666666667
33101,opium,33101,"Ovington, Mary White",PS,1920,male,Male,William Applebaum,turn,agent,1.0,1.0,0.166666666667
33215,soporific,33215,"Crockett, S. R. (Samuel Rutherford)",PR,1906,male,Male,John d'Albret,find,agent,0.0,0.0,0.3
33215,soporific,33215,"Crockett, S. R. (Samuel Rutherford)",PR,1906,male,Male,John d'Albret,sway,agent,1.0,1.0,0.3
33215,soporific,33215,"Crockett, S. R. (Samuel Rutherford)",PR,1906,male,Male,John d'Albret,have,agent,,,0.333333333333
33215,soporific,33215,"Crockett, S. R. (Samuel Rutherford)",PR,1906,male,Male,John d'Albret,walk,agent,1.0,1.0,0.3
33220,opium,33220,"Miller, Joaquin",PS,1878,male,Male,By'ee,go,agent,0.0,0.0,0.133333333333
33220,opium,33220,"Miller, Joaquin",PS,1878,male,Male,By'ee,have,agent,,,0.333333333333
33220,opium,33220,"Miller, Joaquin",PS,1878,male,Male,By'ee,go,agent,0.0,0.0,0.133333333333
33220,opium,33220,"Miller, Joaquin",PS,1878,male,Male,By'ee,do,agent,1.0,1.0,
33220,opium,33220,"Miller, Joaquin",PS,1878,male,Male,By'ee,take,agent,1.0,0.0,0.6
33220,opium,33220,"Miller, Joaquin",PS,1878,male,Male,By'ee,become,agent,1.0,-1.0,0.0
33220,opium,33220,"Miller, Joaquin",PS,1878,male,Male,By'ee,smile,agent,1.0,,0.433333333333
33220,opium,33220,"Miller, Joaquin",PS,1878,male,Male,By'ee,smile,agent,1.0,,0.433333333333
33220,opium,33220,"Miller, Joaquin",PS,1878,male,Male,By'ee,cheat,theme,,-1.0,
33220,opium,33220,"Miller, Joaquin",PS,1878,male,Male,By'ee,feel,agent,0.0,0.0,0.366666666667
33230,narcotic,33230,"Camp, Wadsworth",PS,1903,male,Female,Anonymous,turn,agent,1.0,1.0,0.166666666667
33230,narcotic,33230,"Camp, Wadsworth",PS,1903,male,Female,Anonymous,walk,agent,1.0,1.0,0.3
33234,opium,33234,"Rives, Amélie",PS,1915,female,Female,Morphine,notice,agent,0.0,0.0,0.466666666667
33234,opium,33234,"Rives, Amélie",PS,1915,female,Female,Morphine,ask,agent,1.0,-1.0,0.166666666667
33234,opium,33234,"Rives, Amélie",PS,1915,female,Female,Morphine,put,agent,0.0,1.0,0.266666666667
33234,opium,33234,"Rives, Amélie",PS,1915,female,Female,Morphine,tell,theme,,0.0,0.3
33234,opium,33234,"Rives, Amélie",PS,1915,female,Female,Morphine,listen,agent,1.0,-1.0,
33234,opium,33234,"Rives, Amélie",PS,1915,female,Male,Thou,kill,agent,1.0,1.0,-0.666666666667
33234,opium,33234,"Rives, Amélie",PS,1915,female,Male,Thou,kill,agent,1.0,1.0,-0.666666666667
33234,opium,33234,"Rives, Amélie",PS,1915,female,Male,Thou,kill,theme,,-1.0,0.0666666666667
33234,opium,33234,"Rives, Amélie",PS,1915,female,Male,Thou,make,agent,1.0,1.0,0.1
33234,opium,33234,"Rives, Amélie",PS,1915,female,Male,Thou,save,theme,,-1.0,0.6
33234,opium,33234,"Rives, Amélie",PS,1915,female,Male,Thou,save,theme,,-1.0,0.6
33234,opium,33234,"Rives, Amélie",PS,1915,female,Male,Thou,desire,agent,-1.0,-1.0,
33234,opium,33234,"Rives, Amélie",PS,1915,female,Male,Thou,desire,agent,-1.0,-1.0,
33234,opium,33234,"Rives, Amélie",PS,1915,female,Male,Thou,let,agent,0.0,1.0,0.2
33234,opium,33234,"Rives, Amélie",PS,1915,female,Male,Thou,help,theme,,0.0,0.633333333333
33234,opium,33234,"Rives, Amélie",PS,1915,female,Female,Anne,say,agent,1.0,0.0,0.166666666667
33234,opium,33234,"Rives, Amélie",PS,1915,female,Female,Anne,sit,agent,-1.0,,0.166666666667
33234,opium,33234,"Rives, Amélie",PS,1915,female,Female,Anne,turn,agent,1.0,1.0,0.166666666667
33234,opium,33234,"Rives, Amélie",PS,1915,female,Female,Anne,exclaim,agent,,,
33234,opium,33234,"Rives, Amélie",PS,1915,female,Female,Anne,say,agent,1.0,0.0,0.166666666667
33234,opium,33234,"Rives, Amélie",PS,1915,female,Female,Anne,sit,agent,-1.0,,0.166666666667
33234,opium,33234,"Rives, Amélie",PS,1915,female,Male,Signore,take,agent,1.0,0.0,0.6
