snippet_id,Book_ID,Keyword,Full_Context,topic_0,topic_1,topic_2,topic_3,dominant_topic,dominant_topic_weight
10,145,opium,"it may confidently await those messages from the universe which summon it to its peculiar work, only placing itself in an attitude of receptivity towards all sublime chances. The attitudes of receptivity are various, and Will had sincerely tried many of them. He was not excessively fond of wine, but he had several times taken too much, simply as an experiment in that form of ecstasy; he had fasted till he was faint, and then supped on lobster; he had made himself ill with doses of opium. Nothing greatly original had resulted from these measures; and the effects of the opium had convinced him that there was an entire dissimilarity between his constitution and De Quincey’s. The superadded circumstance which would evolve the genius had not yet come; the universe had not yet beckoned. Even Caesar’s fortune at one time was but a grand presentiment. We know what a masquerade all development is, and what effective shapes may be disguised in helpless embryos. In fact, the world is full of hopeful analogies and handsome dubious eggs called possibilities. Will saw clearly enough the pitiable instances of long incubation producing no chick, and but for gratitude would have laughed at Casaubon, whose",0.08915327672335162,0.004261850286150829,0.3114740099729754,0.5951108630175221,3,0.5951108630175221
11,145,opium,"guinea when everybody knows that the seats have been sold wholesale. Wait for wisdom and conscience in public agents—fiddlestick! The only conscience we can trust to is the massive sense of wrong in a class, and the best wisdom that will work is the wisdom of balancing claims. That’s my text—which side is injured? I support the man who supports their claims; not the virtuous upholder of the wrong.” “That general talk about a particular case is mere question begging, Ladislaw. When I say, I go in for the dose that cures, it doesn’t follow that I go in for opium in a given case of gout.” “I am not begging the question we are upon—whether we are to try for nothing till we find immaculate men to work with. Should you go on that plan? If there were one man who would carry you a medical reform and another who would oppose it, should you inquire which had the better motives or even the better brains?” “Oh, of course,” said Lydgate, seeing himself checkmated by a move which he had often used himself, “if one did not work with such men as are at hand, things must come to a",0.004058545984180065,0.24381986949467407,0.638300649830264,0.11382093469088177,2,0.638300649830264
12,145,opium,"of miracle-workers. Some of that twice-blessed mercy was always with Lydgate in his work at the Hospital or in private houses, serving better than any opiate to quiet and sustain him under his anxieties and his sense of mental degeneracy. Mr. Farebrother’s suspicion as to the opiate was true, however. Under the first galling pressure of foreseen difficulties, and the first perception that his marriage, if it were not to be a yoked loneliness, must be a state of effort to go on loving without too much care about being loved, he had once or twice tried a dose of opium . But he had no hereditary constitutional craving after such transient escapes from the hauntings of misery. He was strong, could drink a great deal of wine, but did not care about it; and when the men round him were drinking spirits, he took sugar and water, having a contemptuous pity even for the earliest stages of excitement from drink. It was the same with gambling. He had looked on at a great deal of gambling in Paris, watching it as if it had been a disease. He was no more tempted by such winning than he was by drink.",0.003903593103544051,0.08760009028304781,0.8676763098986617,0.04082000671474646,2,0.8676763098986617
13,145,opium,"of gambling in Paris, watching it as if it had been a disease. He was no more tempted by such winning than he was by drink. He had said to himself that the only winning he cared for must be attained by a conscious process of high, difficult combination tending towards a beneficent result. The power he longed for could not be represented by agitated fingers clutching a heap of coin, or by the half-barbarous, half-idiotic triumph in the eyes of a man who sweeps within his arms the ventures of twenty chapfallen companions. But just as he had tried opium , so his thought now began to turn upon gambling—not with appetite for its excitement, but with a sort of wistful inward gaze after that easy way of getting money, which implied no asking and brought no responsibility. If he had been in London or Paris at that time, it is probable that such thoughts, seconded by opportunity, would have taken him into a gambling-house, no longer to watch the gamblers, but to watch with them in kindred eagerness. Repugnance would have been surmounted by the immense need to win, if chance would be kind enough to let him. An",0.15881795800626833,0.003811535793786558,0.8332156055198338,0.004154900680111307,2,0.8332156055198338
14,145,opium,"disease. Still, new symptoms may arise. I shall come again to-morrow morning.” After waiting for the note to be carried to Mrs. Bulstrode, Lydgate rode away, forming no conjectures, in the first instance, about the history of Raffles, but rehearsing the whole argument, which had lately been much stirred by the publication of Dr. Ware’s abundant experience in America, as to the right way of treating cases of alcoholic poisoning such as this. Lydgate, when abroad, had already been interested in this question: he was strongly convinced against the prevalent practice of allowing alcohol and persistently administering large doses of opium ; and he had repeatedly acted on this conviction with a favorable result. “The man is in a diseased state,” he thought, “but there’s a good deal of wear in him still. I suppose he is an object of charity to Bulstrode. It is curious what patches of hardness and tenderness lie side by side in men’s dispositions. Bulstrode seems the most unsympathetic fellow I ever saw about some people, and yet he has taken no end of trouble, and spent a great deal of money, on benevolent objects. I suppose he has some test by which he finds out",0.003375433323206422,0.0032295885400021643,0.6132938843950434,0.38010109374174794,2,0.6132938843950434
15,145,opium,"here yourself?” said Lydgate, looking at Bulstrode with an abrupt question, which made him uneasy, though in reality it was not due to any suspicious conjecture. “Yes, I think so,” said Bulstrode, governing himself and speaking with deliberation. “Mrs. Bulstrode is advised of the reasons which detain me. Mrs. Abel and her husband are not experienced enough to be left quite alone, and this kind of responsibility is scarcely included in their service of me. You have some fresh instructions, I presume.” The chief new instruction that Lydgate had to give was on the administration of extremely moderate doses of opium , in case of the sleeplessness continuing after several hours. He had taken the precaution of bringing opium in his pocket, and he gave minute directions to Bulstrode as to the doses, and the point at which they should cease. He insisted on the risk of not ceasing; and repeated his order that no alcohol should be given. “From what I see of the case,” he ended, “narcotism is the only thing I should be much afraid of. He may wear through even without much food. There’s a good deal of strength in him.” “You look ill yourself, Mr. Lydgate—a",0.0032610528966326414,0.0033700354207306478,0.39583146284610615,0.5975374488365306,3,0.5975374488365306
16,145,opium,"reality it was not due to any suspicious conjecture. “Yes, I think so,” said Bulstrode, governing himself and speaking with deliberation. “Mrs. Bulstrode is advised of the reasons which detain me. Mrs. Abel and her husband are not experienced enough to be left quite alone, and this kind of responsibility is scarcely included in their service of me. You have some fresh instructions, I presume.” The chief new instruction that Lydgate had to give was on the administration of extremely moderate doses of opium, in case of the sleeplessness continuing after several hours. He had taken the precaution of bringing opium in his pocket, and he gave minute directions to Bulstrode as to the doses, and the point at which they should cease. He insisted on the risk of not ceasing; and repeated his order that no alcohol should be given. “From what I see of the case,” he ended, “narcotism is the only thing I should be much afraid of. He may wear through even without much food. There’s a good deal of strength in him.” “You look ill yourself, Mr. Lydgate—a most unusual, I may say unprecedented thing in my knowledge of you,” said Bulstrode, showing a solicitude as",0.0033165974849380573,0.003413394040718519,0.36605860952379676,0.6272113989505467,3,0.6272113989505467
17,145,opium,"at the persistent life in this man, whom he would fain have seen sinking into the silence of death: imperious will stirred murderous impulses towards this brute life, over which will, by itself, had no power. He said inwardly that he was getting too much worn; he would not sit up with the patient to-night, but leave him to Mrs. Abel, who, if necessary, could call her husband. At six o’clock, Raffles, having had only fitful perturbed snatches of sleep, from which he waked with fresh restlessness and perpetual cries that he was sinking away, Bulstrode began to administer the opium according to Lydgate’s directions. At the end of half an hour or more he called Mrs. Abel and told her that he found himself unfit for further watching. He must now consign the patient to her care; and he proceeded to repeat to her Lydgate’s directions as to the quantity of each dose. Mrs. Abel had not before known anything of Lydgate’s prescriptions; she had simply prepared and brought whatever Bulstrode ordered, and had done what he pointed out to her. She began now to ask what else she should do besides administering the opium. “Nothing at present, except the",0.0033224510711301536,0.0033494835990018363,0.5052039035688882,0.48812416176097967,2,0.5052039035688882
18,145,opium,"Bulstrode began to administer the opium according to Lydgate’s directions. At the end of half an hour or more he called Mrs. Abel and told her that he found himself unfit for further watching. He must now consign the patient to her care; and he proceeded to repeat to her Lydgate’s directions as to the quantity of each dose. Mrs. Abel had not before known anything of Lydgate’s prescriptions; she had simply prepared and brought whatever Bulstrode ordered, and had done what he pointed out to her. She began now to ask what else she should do besides administering the opium . “Nothing at present, except the offer of the soup or the soda-water: you can come to me for further directions. Unless there is any important change, I shall not come into the room again to-night. You will ask your husband for help if necessary. I must go to bed early.” “You’ve much need, sir, I’m sure,” said Mrs. Abel, “and to take something more strengthening than what you’ve done.” Bulstrode went away now without anxiety as to what Raffles might say in his raving, which had taken on a muttering incoherence not likely to create any dangerous belief. At",0.003223820121716876,0.003325871558799128,0.440911953553825,0.552538354765659,3,0.552538354765659
19,145,opium,"him from seeing the one probability to be, that Raffles recovered would be just the same man as before, with his strength as a tormentor renewed, obliging him to drag away his wife to spend her years apart from her friends and native place, carrying an alienating suspicion against him in her heart. He had sat an hour and a half in this conflict by the firelight only, when a sudden thought made him rise and light the bed-candle, which he had brought down with him. The thought was, that he had not told Mrs. Abel when the doses of opium must cease. He took hold of the candlestick, but stood motionless for a long while. She might already have given him more than Lydgate had prescribed. But it was excusable in him, that he should forget part of an order, in his present wearied condition. He walked up-stairs, candle in hand, not knowing whether he should straightway enter his own room and go to bed, or turn to the patient’s room and rectify his omission. He paused in the passage, with his face turned towards Raffles’s room, and he could hear him moaning and murmuring. He was not asleep, then.",0.003658517392333002,0.0037446852357380885,0.7842473798925048,0.20834941747942412,2,0.7842473798925048
20,145,opium,"towards Raffles’s room, and he could hear him moaning and murmuring. He was not asleep, then. Who could know that Lydgate’s prescription would not be better disobeyed than followed, since there was still no sleep? He turned into his own room. Before he had quite undressed, Mrs. Abel rapped at the door; he opened it an inch, so that he could hear her speak low. “If you please, sir, should I have no brandy nor nothing to give the poor creetur? He feels sinking away, and nothing else will he swaller—and but little strength in it, if he did—only the opium . And he says more and more he’s sinking down through the earth.” To her surprise, Mr. Bulstrode did not answer. A struggle was going on within him. “I think he must die for want o’ support, if he goes on in that way. When I nursed my poor master, Mr. Robisson, I had to give him port-wine and brandy constant, and a big glass at a time,” added Mrs. Abel, with a touch of remonstrance in her tone. But again Mr. Bulstrode did not answer immediately, and she continued, “It’s not a time to spare when people are at",0.0035328713894296365,0.0036103352823456626,0.7816756829838857,0.21118111034433912,2,0.7816756829838857
21,145,opium,"cheerfulness in his tone. “He’s gone very deep, sir,” said Mrs. Abel. “He went off gradual between three and four o’clock. Would you please to go and look at him? I thought it no harm to leave him. My man’s gone afield, and the little girl’s seeing to the kettles.” Bulstrode went up. At a glance he knew that Raffles was not in the sleep which brings revival, but in the sleep which streams deeper and deeper into the gulf of death. He looked round the room and saw a bottle with some brandy in it, and the almost empty opium phial. He put the phial out of sight, and carried the brandy-bottle down-stairs with him, locking it again in the wine-cooler. While breakfasting he considered whether he should ride to Middlemarch at once, or wait for Lydgate’s arrival. He decided to wait, and told Mrs. Abel that she might go about her work—he could watch in the bed-chamber. As he sat there and beheld the enemy of his peace going irrevocably into silence, he felt more at rest than he had done for many months. His conscience was soothed by the enfolding wing of secrecy, which seemed just then like",0.0035278963421031535,0.003402375284601573,0.756138534964978,0.23693119340831742,2,0.756138534964978
22,145,opium,"more thorough utterance of what had gone on in his mind—entering fully into the fact that his treatment of the patient was opposed to the dominant practice, into his doubts at the last, his ideal of medical duty, and his uneasy consciousness that the acceptance of the money had made some difference in his private inclination and professional behavior, though not in his fulfilment of any publicly recognized obligation. “It has come to my knowledge since,” he added, “that Hawley sent some one to examine the housekeeper at Stone Court, and she said that she gave the patient all the opium in the phial I left, as well as a good deal of brandy. But that would not have been opposed to ordinary prescriptions, even of first-rate men. The suspicions against me had no hold there: they are grounded on the knowledge that I took money, that Bulstrode had strong motives for wishing the man to die, and that he gave me the money as a bribe to concur in some malpractices or other against the patient—that in any case I accepted a bribe to hold my tongue. They are just the suspicions that cling the most obstinately, because they lie",0.00387569222845273,0.062002171477927505,0.7733806900059869,0.16074144628763296,2,0.7733806900059869
23,145,anodyne,"that all this effect on her nervous system, which evidently involved some new turning towards himself, was due to the excitement of the new impressions which that visit had raised. CHAPTER LXXIX. “Now, I saw in my dream, that just as they had ended their talk, they drew nigh to a very miry slough, that was in the midst of the plain; and they, being heedless, did both fall suddenly into the bog. The name of the slough was Despond.”—BUNYAN. When Rosamond was quiet, and Lydgate had left her, hoping that she might soon sleep under the effect of an anodyne , he went into the drawing-room to fetch a book which he had left there, meaning to spend the evening in his work-room, and he saw on the table Dorothea’s letter addressed to him. He had not ventured to ask Rosamond if Mrs. Casaubon had called, but the reading of this letter assured him of the fact, for Dorothea mentioned that it was to be carried by herself. When Will Ladislaw came in a little later Lydgate met him with a surprise which made it clear that he had not been told of the earlier visit, and Will could not",0.00447051201179478,0.0040178015945217934,0.8532999760917278,0.13821171030195564,2,0.8532999760917278
24,172,soporific,"fatted morocco and let us rebind the volume and set it on the shelf of honour: for this my book was lent, and is returned again. PRESENTLY, therefore, I may return some of the books that I myself have borrowed. ""There!"" he thought. ""That will convey to her the first element of book morality."" These decorations having been displayed on the walls, he bethought himself of the books that should stand on the bedside shelf. This is a question that admits of the utmost nicety of discussion. Some authorities hold that the proper books for a guest-room are of a soporific quality that will induce swift and painless repose. This school advises The Wealth of Nations, Rome under the Caesars, The Statesman's Year Book, certain novels of Henry James, and The Letters of Queen Victoria (in three volumes). It is plausibly contended that books of this kind cannot be read (late at night) for more than a few minutes at a time, and that they afford useful scraps of information. Another branch of opinion recommends for bedtime reading short stories, volumes of pithy anecdote, swift and sparkling stuff that may keep one awake for a space, yet will advantage all the",0.13492098267252528,0.11555423771483882,0.6810249933923941,0.0684997862202417,2,0.6810249933923941
25,174,opium,"that I have not been able to see the pictures, which was dreadful, or so many pictures that I have not been able to see the people, which was worse. The Grosvenor is really the only place.” “I don’t think I shall send it anywhere,” he answered, tossing his head back in that odd way that used to make his friends laugh at him at Oxford. “No, I won’t send it anywhere.” Lord Henry elevated his eyebrows and looked at him in amazement through the thin blue wreaths of smoke that curled up in such fanciful whorls from his heavy, opium -tainted cigarette. “Not send it anywhere? My dear fellow, why? Have you any reason? What odd chaps you painters are! You do anything in the world to gain a reputation. As soon as you have one, you seem to want to throw it away. It is silly of you, for there is only one thing in the world worse than being talked about, and that is not being talked about. A portrait like this would set you far above all the young men in England, and make the old men quite jealous, if old men are ever capable of any",0.0030309088750270817,0.6230911617722921,0.3709269338488679,0.0029509955038130305,1,0.6230911617722921
26,174,opium,"some of the bars came the sound of horrible laughter. In others, drunkards brawled and screamed. Lying back in the hansom, with his hat pulled over his forehead, Dorian Gray watched with listless eyes the sordid shame of the great city, and now and then he repeated to himself the words that Lord Henry had said to him on the first day they had met, “To cure the soul by means of the senses, and the senses by means of the soul.” Yes, that was the secret. He had often tried it, and would try it again now. There were opium dens where one could buy oblivion, dens of horror where the memory of old sins could be destroyed by the madness of sins that were new. The moon hung low in the sky like a yellow skull. From time to time a huge misshapen cloud stretched a long arm across and hid it. The gas-lamps grew fewer, and the streets more narrow and gloomy. Once the man lost his way and had to drive back half a mile. A steam rose from the horse as it splashed up the puddles. The sidewindows of the hansom were clogged with a grey-flannel",0.003040579391470253,0.0031237594413664883,0.9561458023160964,0.03768985885106697,2,0.9561458023160964
27,174,opium,"atonement; but though forgiveness was impossible, forgetfulness was possible still, and he was determined to forget, to stamp the thing out, to crush it as one would crush the adder that had stung one. Indeed, what right had Basil to have spoken to him as he had done? Who had made him a judge over others? He had said things that were dreadful, horrible, not to be endured. On and on plodded the hansom, going slower, it seemed to him, at each step. He thrust up the trap and called to the man to drive faster. The hideous hunger for opium began to gnaw at him. His throat burned and his delicate hands twitched nervously together. He struck at the horse madly with his stick. The driver laughed and whipped up. He laughed in answer, and the man was silent. The way seemed interminable, and the streets like the black web of some sprawling spider. The monotony became unbearable, and as the mist thickened, he felt afraid. Then they passed by lonely brickfields. The fog was lighter here, and he could see the strange, bottle-shaped kilns with their orange, fanlike tongues of fire. A dog barked as they went by, and",0.004001209852827662,0.003923741841141894,0.9531949205380719,0.03888012776795859,2,0.9531949205380719
28,174,opium,"his head buried in his arms, a sailor sprawled over a table, and by the tawdrily painted bar that ran across one complete side stood two haggard women, mocking an old man who was brushing the sleeves of his coat with an expression of disgust. “He thinks he’s got red ants on him,” laughed one of them, as Dorian passed by. The man looked at her in terror and began to whimper. At the end of the room there was a little staircase, leading to a darkened chamber. As Dorian hurried up its three rickety steps, the heavy odour of opium met him. He heaved a deep breath, and his nostrils quivered with pleasure. When he entered, a young man with smooth yellow hair, who was bending over a lamp lighting a long thin pipe, looked up at him and nodded in a hesitating manner. “You here, Adrian?” muttered Dorian. “Where else should I be?” he answered, listlessly. “None of the chaps will speak to me now.” “I thought you had left England.” “Darlington is not going to do anything. My brother paid the bill at last. George doesn’t speak to me either.... I don’t care,” he added with a sigh.",0.002859738319238192,0.0029049871243187913,0.9914234826224507,0.002811791933992267,2,0.9914234826224507
29,174,anodyne,"houses. Women with hoarse voices and harsh laughter had called after him. Drunkards had reeled by, cursing and chattering to themselves like monstrous apes. He had seen grotesque children huddled upon door-steps, and heard shrieks and oaths from gloomy courts. As the dawn was just breaking, he found himself close to Covent Garden. The darkness lifted, and, flushed with faint fires, the sky hollowed itself into a perfect pearl. Huge carts filled with nodding lilies rumbled slowly down the polished empty street. The air was heavy with the perfume of the flowers, and their beauty seemed to bring him an anodyne for his pain. He followed into the market and watched the men unloading their waggons. A white-smocked carter offered him some cherries. He thanked him, wondered why he refused to accept any money for them, and began to eat them listlessly. They had been plucked at midnight, and the coldness of the moon had entered into them. A long line of boys carrying crates of striped tulips, and of yellow and red roses, defiled in front of him, threading their way through the huge, jade-green piles of vegetables. Under the portico, with its grey, sun-bleached pillars, loitered a troop of",0.00314947703594052,0.003129186388255311,0.7935438481807435,0.20017748839506058,2,0.7935438481807435
30,219,narcotic,"guard over the ivory; but deep within the forest, red gleams that wavered, that seemed to sink and rise from the ground amongst confused columnar shapes of intense blackness, showed the exact position of the camp where Mr. Kurtz’s adorers were keeping their uneasy vigil. The monotonous beating of a big drum filled the air with muffled shocks and a lingering vibration. A steady droning sound of many men chanting each to himself some weird incantation came out from the black, flat wall of the woods as the humming of bees comes out of a hive, and had a strange narcotic effect upon my half-awake senses. I believe I dozed off leaning over the rail, till an abrupt burst of yells, an overwhelming outbreak of a pent-up and mysterious frenzy, woke me up in a bewildered wonder. It was cut short all at once, and the low droning went on with an effect of audible and soothing silence. I glanced casually into the little cabin. A light was burning within, but Mr. Kurtz was not there. “I think I would have raised an outcry if I had believed my eyes. But I didn’t believe them at first—the thing seemed so impossible.",0.08394638044418021,0.0033613666236511548,0.9093684671630591,0.0033237857691095253,2,0.9093684671630591
31,238,opium,"Mike Lynch and David Widger *** START OF THE PROJECT GUTENBERG EBOOK DEAR ENEMY *** DEAR ENEMY By Jean Webster STONE GATE, WORCESTER, MASSACHUSETTS, December 27. Dear Judy: Your letter is here. I have read it twice, and with amazement. Do I understand that Jervis has given you, for a Christmas present, the making over of the John Grier Home into a model institution, and that you have chosen me to disburse the money? Me--I, Sallie McBride, the head of an orphan asylum! My poor people, have you lost your senses, or have you become addicted to the use of opium , and is this the raving of two fevered imaginations? I am exactly as well fitted to take care of one hundred children as to become the curator of a zoo. And you offer as bait an interesting Scotch doctor? My dear Judy,--likewise my dear Jervis,--I see through you! I know exactly the kind of family conference that has been held about the Pendleton fireside. ""Isn't it a pity that Sallie hasn't amounted to more since she left college? She ought to be doing something useful instead of frittering her time away in the petty social life of Worcester. Also",0.003794045721641947,0.27880491729645873,0.6190545737074743,0.09834646327442496,2,0.6190545737074743
