Unnamed: 0,Book_ID,Keyword,Snippet,Etext Number,Authors,LoCC,Published Year,Author Gender,Assigned_Gender,Character_Name,snippet_id,document,LoCC_group,Period,sentence_id,sentence_number,contains_target_term,near_target_term,bertopic_topic,bertopic_topic_probability,model_group
6,98,narcotic,"If I had wanted to use anything save narcotic medicines that were poisons in themselves, I would not have administered any of those.",98,"Dickens, Charles",PR,1859,male,Male,Anonymous,6,if i had wanted to use anything save narcotic medicines that were poisons in themselves i would not have administered any of those,English Literature,1850-1880,6_5,5,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
6,98,narcotic,“‘Do you doubt them?’ asked the younger brother.,98,"Dickens, Charles",PR,1859,male,Male,Anonymous,6,do you doubt them asked the younger brother,English Literature,1850-1880,6_6,6,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
7,110,narcotic,“Do you mind my smoking?” he asked.,110,"Hardy, Thomas",PR,1919,male,Male,Tess Durbeyfield,7,do you mind my smoking he asked,English Literature,1912-1930,7_2,2,False,True,58,1.0,context_leaf_mcs60_ms1_nn10
7,110,narcotic,"“Oh, not at all, sir.” He watched her pretty and unconscious munching through the skeins of smoke that pervaded the tent, and Tess Durbeyfield did not divine, as she innocently looked down at the roses in her bosom, that there behind the blue narcotic haze was potentially the “tragic mischief” of her drama—one who stood fair to be the blood-red ray in the spectrum of her young life.",110,"Hardy, Thomas",PR,1919,male,Male,Tess Durbeyfield,7,oh not at all sir he watched her pretty and unconscious munching through the skeins of smoke that pervaded the tent and tess durbeyfield did not divine as she innocently looked down at the roses in her bosom that there behind the blue narcotic haze was potentially the tragic mischief of her drama one who stood fair to be the blood red ray in the spectrum of her young life,English Literature,1912-1930,7_3,3,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
7,110,narcotic,She had an attribute which amounted to a disadvantage just now; and it was this that caused Alec d’Urberville’s eyes to rivet themselves upon her.,110,"Hardy, Thomas",PR,1919,male,Male,Tess Durbeyfield,7,she had an attribute which amounted to a disadvantage just now and it was this that caused alec d urberville s eyes to rivet themselves upon her,English Literature,1912-1930,7_4,4,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
8,119,paregoric,"27 Porters 3 Coarse Washers and Ironers 44 Mules 1 Fine ditto 44 Muleteers 7 Cows 2 Milkers Total, 154 men, 51 animals.",119,"Twain, Mark",PS,1880,male,Unknown (Proper Noun),Anonymous,8,porters coarse washers and ironers mules fine ditto muleteers cows milkers total men animals,American Literature,1850-1880,8_0,0,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
8,119,paregoric,"APPARATUS 16 Cases Hams 25 Spring Mattresses 2 Barrels Flour 2 Hair ditto 22 Barrels Whiskey Bedding for same 1 Barrel Sugar 2 Mosquito-nets 1 Keg Lemons 29 Tents 2,000 Cigars Scientific Instruments 1 Barrel Pies 97 Ice-axes 1 Ton of Pemmican 5 Cases Dynamite 143 Pair Crutches 7 Cans Nitroglycerin 2 Barrels Arnica 22 40-foot Ladders 1 Bale of Lint 2 Miles of Rope 27 Kegs Paregoric 154 Umbrellas It was full four o'clock in the afternoon before my cavalcade was entirely ready.",119,"Twain, Mark",PS,1880,male,Unknown (Proper Noun),Anonymous,8,apparatus cases hams spring mattresses barrels flour hair ditto barrels whiskey bedding for same barrel sugar mosquito nets keg lemons tents cigars scientific instruments barrel pies ice axes ton of pemmican cases dynamite pair crutches cans nitroglycerin barrels arnica foot ladders bale of lint miles of rope kegs paregoric umbrellas it was full four o clock in the afternoon before my cavalcade was entirely ready,American Literature,1850-1880,8_1,1,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
8,119,paregoric,At that hour it began to move.,119,"Twain, Mark",PS,1880,male,Unknown (Proper Noun),Anonymous,8,at that hour it began to move,American Literature,1850-1880,8_2,2,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
9,119,paregoric,I now reaped the reward of my wisdom in providing one article which is not mentioned in any book of Alpine adventure but this.,119,"Twain, Mark",PS,1880,male,Male,Anonymous,9,i now reaped the reward of my wisdom in providing one article which is not mentioned in any book of alpine adventure but this,American Literature,1850-1880,9_4,4,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
9,119,paregoric,I refer to the paregoric .,119,"Twain, Mark",PS,1880,male,Male,Anonymous,9,i refer to the paregoric,American Literature,1850-1880,9_5,5,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
9,119,paregoric,"But for that beneficent drug, would have not one of those men slept a moment during that fearful night.",119,"Twain, Mark",PS,1880,male,Male,Anonymous,9,but for that beneficent drug would have not one of those men slept a moment during that fearful night,American Literature,1850-1880,9_6,6,False,True,6,0.3189979981142189,context_leaf_mcs60_ms1_nn10
10,119,paregoric,CHAPTER XXXVIII [I Conquer the Gorner Grat] We went into camp on that wild spot to which that ram had brought us.,119,"Twain, Mark",PS,1880,male,Male,Harris,10,chapter xxxviii i conquer the gorner grat we went into camp on that wild spot to which that ram had brought us,American Literature,1850-1880,10_2,2,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
10,119,paregoric,"Their conviction that we were lost was forgotten in the cheer of a good supper, and before the reaction had a chance to set in, I loaded them up with paregoric and put them to bed.",119,"Twain, Mark",PS,1880,male,Male,Harris,10,their conviction that we were lost was forgotten in the cheer of a good supper and before the reaction had a chance to set in i loaded them up with paregoric and put them to bed,American Literature,1850-1880,10_3,3,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
10,119,paregoric,"Next morning I was considering in my mind our desperate situation and trying to think of a remedy, when Harris came to me with a Baedeker map which showed conclusively that the mountain we were on was still in Switzerland--yes, every part of it was in Switzerland.",119,"Twain, Mark",PS,1880,male,Male,Harris,10,next morning i was considering in my mind our desperate situation and trying to think of a remedy when harris came to me with a baedeker map which showed conclusively that the mountain we were on was still in switzerland yes every part of it was in switzerland,American Literature,1850-1880,10_4,4,False,True,7,1.0,context_leaf_mcs60_ms1_nn10
11,119,paregoric,"During two or three days, not one of them was able to do more than lie down or walk about; yet so effective was the arnica, that on the fourth all were able to sit up.",119,"Twain, Mark",PS,1880,male,Male,Anonymous,11,during two or three days not one of them was able to do more than lie down or walk about yet so effective was the arnica that on the fourth all were able to sit up,American Literature,1850-1880,11_3,3,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
11,119,paregoric,"I consider that, more than to anything else, I owe the success of our great undertaking to arnica and paregoric .",119,"Twain, Mark",PS,1880,male,Male,Anonymous,11,i consider that more than to anything else i owe the success of our great undertaking to arnica and paregoric,American Literature,1850-1880,11_4,4,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
11,119,paregoric,"My men are being restored to health and strength, my main perplexity, now, was how to get them down the mountain again.",119,"Twain, Mark",PS,1880,male,Male,Anonymous,11,my men are being restored to health and strength my main perplexity now was how to get them down the mountain again,American Literature,1850-1880,11_5,5,False,True,55,1.0,context_leaf_mcs60_ms1_nn10
12,133,opium,"This fellow of mine is strong as an ox, perfectly nourished, and watched over intelligently.",133,"Frederic, Harold",PS,1896,male,Male,Anonymous,12,this fellow of mine is strong as an ox perfectly nourished and watched over intelligently,American Literature,1881-1911,12_5,5,False,True,55,1.0,context_leaf_mcs60_ms1_nn10
12,133,opium,"He can assimilate opium enough to kill you and me and every other vertebrate creature on the premises, without turning a hair, and he hasn't got even fairly under way yet.” The thing was unpleasant, and the young minister turned away.",133,"Frederic, Harold",PS,1896,male,Male,Anonymous,12,he can assimilate opium enough to kill you and me and every other vertebrate creature on the premises without turning a hair and he hasn t got even fairly under way yet the thing was unpleasant and the young minister turned away,American Literature,1881-1911,12_6,6,True,True,38,1.0,context_leaf_mcs60_ms1_nn10
12,133,opium,They walked together up the path toward the house.,133,"Frederic, Harold",PS,1896,male,Male,Anonymous,12,they walked together up the path toward the house,American Literature,1881-1911,12_7,7,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
13,139,opium,There was a full-page picture of the most extraordinary creature that I had ever seen.,139,"Doyle, Arthur Conan",PR,1900,male,Unknown,Anonymous,13,there was a full page picture of the most extraordinary creature that i had ever seen,English Literature,1881-1911,13_5,5,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
13,139,opium,"It was the wild dream of an opium smoker, a vision of delirium.",139,"Doyle, Arthur Conan",PR,1900,male,Unknown,Anonymous,13,it was the wild dream of an opium smoker a vision of delirium,English Literature,1881-1911,13_6,6,True,True,29,1.0,context_leaf_mcs60_ms1_nn10
13,139,opium,"The head was like that of a fowl, the body that of a bloated lizard, the trailing tail was furnished with upward-turned spikes, and the curved back was edged with a high serrated fringe, which looked like a dozen cocks' wattles placed behind each other.",139,"Doyle, Arthur Conan",PR,1900,male,Unknown,Anonymous,13,the head was like that of a fowl the body that of a bloated lizard the trailing tail was furnished with upward turned spikes and the curved back was edged with a high serrated fringe which looked like a dozen cocks wattles placed behind each other,English Literature,1881-1911,13_7,7,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
14,140,opium,"Some less fortunate had mutilated themselves or burned themselves, or had brought horrible sores upon themselves with chemicals; you might suddenly encounter upon the street a man holding out to you a finger rotting and discolored with gangrene—or one with livid scarlet wounds half escaped from their filthy bandages.",140,"Sinclair, Upton",PS,1905,male,Unknown,Anonymous,14,some less fortunate had mutilated themselves or burned themselves or had brought horrible sores upon themselves with chemicals you might suddenly encounter upon the street a man holding out to you a finger rotting and discolored with gangrene or one with livid scarlet wounds half escaped from their filthy bandages,American Literature,1881-1911,14_1,1,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
14,140,opium,"These desperate ones were the dregs of the city’s cesspools, wretches who hid at night in the rain-soaked cellars of old ramshackle tenements, in “stale-beer dives” and opium joints, with abandoned women in the last stages of the harlot’s progress—women who had been kept by Chinamen and turned away at last to die.",140,"Sinclair, Upton",PS,1905,male,Unknown,Anonymous,14,these desperate ones were the dregs of the city s cesspools wretches who hid at night in the rain soaked cellars of old ramshackle tenements in stale beer dives and opium joints with abandoned women in the last stages of the harlot s progress women who had been kept by chinamen and turned away at last to die,American Literature,1881-1911,14_2,2,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
14,140,opium,"Every day the police net would drag hundreds of them off the streets, and in the detention hospital you might see them, herded together in a miniature inferno, with hideous, beastly faces, bloated and leprous with disease, laughing, shouting, screaming in all stages of drunkenness, barking like dogs, gibbering like apes, raving and tearing themselves in delirium.",140,"Sinclair, Upton",PS,1905,male,Unknown,Anonymous,14,every day the police net would drag hundreds of them off the streets and in the detention hospital you might see them herded together in a miniature inferno with hideous beastly faces bloated and leprous with disease laughing shouting screaming in all stages of drunkenness barking like dogs gibbering like apes raving and tearing themselves in delirium,American Literature,1881-1911,14_3,3,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
15,140,morphine,"“Hell!” (Marija had learned to scatter her conversation with as many oaths as a longshoreman or a mule driver.) “How can I ever be anything but sick, at this life?” She fell silent for a moment, staring ahead of her gloomily.",140,"Sinclair, Upton",PS,1905,male,Female,Anonymous,15,hell marija had learned to scatter her conversation with as many oaths as a longshoreman or a mule driver how can i ever be anything but sick at this life she fell silent for a moment staring ahead of her gloomily,American Literature,1881-1911,15_3,3,False,True,28,1.0,context_leaf_mcs60_ms1_nn10
15,140,morphine,"“It’s morphine ,” she said, at last.",140,"Sinclair, Upton",PS,1905,male,Female,Anonymous,15,it s morphine she said at last,American Literature,1881-1911,15_4,4,True,True,24,1.0,context_leaf_mcs60_ms1_nn10
15,140,morphine,“I seem to take more of it every day.” “What’s that for?” he asked.,140,"Sinclair, Upton",PS,1905,male,Female,Anonymous,15,i seem to take more of it every day what s that for he asked,American Literature,1881-1911,15_5,5,False,True,17,0.942089225062678,context_leaf_mcs60_ms1_nn10
17,145,opium,"The attitudes of receptivity are various, and Will had sincerely tried many of them.",145,"Eliot, George",PR,1871,female,Male,Will,16,the attitudes of receptivity are various and will had sincerely tried many of them,English Literature,1850-1880,16_1,1,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
17,145,opium,"He was not excessively fond of wine, but he had several times taken too much, simply as an experiment in that form of ecstasy; he had fasted till he was faint, and then supped on lobster; he had made himself ill with doses of opium.",145,"Eliot, George",PR,1871,female,Male,Will,16,he was not excessively fond of wine but he had several times taken too much simply as an experiment in that form of ecstasy he had fasted till he was faint and then supped on lobster he had made himself ill with doses of opium,English Literature,1850-1880,16_2,2,True,True,12,0.9149730219857904,context_leaf_mcs60_ms1_nn10
17,145,opium,Nothing greatly original had resulted from these measures; and the effects of the opium had convinced him that there was an entire dissimilarity between his constitution and De Quincey’s.,145,"Eliot, George",PR,1871,female,Male,Will,16,nothing greatly original had resulted from these measures and the effects of the opium had convinced him that there was an entire dissimilarity between his constitution and de quincey s,English Literature,1850-1880,16_3,3,True,True,15,0.893125504464465,context_leaf_mcs60_ms1_nn10
17,145,opium,The superadded circumstance which would evolve the genius had not yet come; the universe had not yet beckoned.,145,"Eliot, George",PR,1871,female,Male,Will,16,the superadded circumstance which would evolve the genius had not yet come the universe had not yet beckoned,English Literature,1850-1880,16_4,4,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
18,145,opium,"I support the man who supports their claims; not the virtuous upholder of the wrong.” “That general talk about a particular case is mere question begging, Ladislaw.",145,"Eliot, George",PR,1871,female,Unknown,Anonymous,17,i support the man who supports their claims not the virtuous upholder of the wrong that general talk about a particular case is mere question begging ladislaw,English Literature,1850-1880,17_4,4,False,True,32,1.0,context_leaf_mcs60_ms1_nn10
18,145,opium,"When I say, I go in for the dose that cures, it doesn’t follow that I go in for opium in a given case of gout.” “I am not begging the question we are upon—whether we are to try for nothing till we find immaculate men to work with.",145,"Eliot, George",PR,1871,female,Unknown,Anonymous,17,when i say i go in for the dose that cures it doesn t follow that i go in for opium in a given case of gout i am not begging the question we are upon whether we are to try for nothing till we find immaculate men to work with,English Literature,1850-1880,17_5,5,True,True,40,1.0,context_leaf_mcs60_ms1_nn10
18,145,opium,Should you go on that plan?,145,"Eliot, George",PR,1871,female,Unknown,Anonymous,17,should you go on that plan,English Literature,1850-1880,17_6,6,False,True,10,0.7532862325849367,context_leaf_mcs60_ms1_nn10
19,145,opium,"Farebrother’s suspicion as to the opiate was true, however.",145,"Eliot, George",PR,1871,female,Male,Farebrother,18,farebrother s suspicion as to the opiate was true however,English Literature,1850-1880,18_1,1,False,True,23,0.8424348955176101,context_leaf_mcs60_ms1_nn10
19,145,opium,"Under the first galling pressure of foreseen difficulties, and the first perception that his marriage, if it were not to be a yoked loneliness, must be a state of effort to go on loving without too much care about being loved, he had once or twice tried a dose of opium .",145,"Eliot, George",PR,1871,female,Male,Farebrother,18,under the first galling pressure of foreseen difficulties and the first perception that his marriage if it were not to be a yoked loneliness must be a state of effort to go on loving without too much care about being loved he had once or twice tried a dose of opium,English Literature,1850-1880,18_2,2,True,True,1,0.8754858138132231,context_leaf_mcs60_ms1_nn10
19,145,opium,But he had no hereditary constitutional craving after such transient escapes from the hauntings of misery.,145,"Eliot, George",PR,1871,female,Male,Farebrother,18,but he had no hereditary constitutional craving after such transient escapes from the hauntings of misery,English Literature,1850-1880,18_3,3,False,True,0,0.8713277986346079,context_leaf_mcs60_ms1_nn10
20,145,opium,"The power he longed for could not be represented by agitated fingers clutching a heap of coin, or by the half-barbarous, half-idiotic triumph in the eyes of a man who sweeps within his arms the ventures of twenty chapfallen companions.",145,"Eliot, George",PR,1871,female,Male,Anonymous,19,the power he longed for could not be represented by agitated fingers clutching a heap of coin or by the half barbarous half idiotic triumph in the eyes of a man who sweeps within his arms the ventures of twenty chapfallen companions,English Literature,1850-1880,19_3,3,False,True,0,0.8861319490698992,context_leaf_mcs60_ms1_nn10
20,145,opium,"But just as he had tried opium , so his thought now began to turn upon gambling—not with appetite for its excitement, but with a sort of wistful inward gaze after that easy way of getting money, which implied no asking and brought no responsibility.",145,"Eliot, George",PR,1871,female,Male,Anonymous,19,but just as he had tried opium so his thought now began to turn upon gambling not with appetite for its excitement but with a sort of wistful inward gaze after that easy way of getting money which implied no asking and brought no responsibility,English Literature,1850-1880,19_4,4,True,True,-1,0.0,context_leaf_mcs60_ms1_nn10
20,145,opium,"If he had been in London or Paris at that time, it is probable that such thoughts, seconded by opportunity, would have taken him into a gambling-house, no longer to watch the gamblers, but to watch with them in kindred eagerness.",145,"Eliot, George",PR,1871,female,Male,Anonymous,19,if he had been in london or paris at that time it is probable that such thoughts seconded by opportunity would have taken him into a gambling house no longer to watch the gamblers but to watch with them in kindred eagerness,English Literature,1850-1880,19_5,5,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
21,145,opium,"Ware’s abundant experience in America, as to the right way of treating cases of alcoholic poisoning such as this.",145,"Eliot, George",PR,1871,female,Male,Ware,20,ware s abundant experience in america as to the right way of treating cases of alcoholic poisoning such as this,English Literature,1850-1880,20_2,2,False,True,-1,0.0,context_leaf_mcs60_ms1_nn10
21,145,opium,"Lydgate, when abroad, had already been interested in this question: he was strongly convinced against the prevalent practice of allowing alcohol and persistently administering large doses of opium ; and he had repeatedly acted on this conviction with a favorable result.",145,"Eliot, George",PR,1871,female,Male,Ware,20,lydgate when abroad had already been interested in this question he was strongly convinced against the prevalent practice of allowing alcohol and persistently administering large doses of opium and he had repeatedly acted on this conviction with a favorable result,English Literature,1850-1880,20_3,3,True,True,1,1.0,context_leaf_mcs60_ms1_nn10
21,145,opium,"“The man is in a diseased state,” he thought, “but there’s a good deal of wear in him still.",145,"Eliot, George",PR,1871,female,Male,Ware,20,the man is in a diseased state he thought but there s a good deal of wear in him still,English Literature,1850-1880,20_4,4,False,True,2,0.4625320516242014,context_leaf_mcs60_ms1_nn10
22,145,opium,"Abel and her husband are not experienced enough to be left quite alone, and this kind of responsibility is scarcely included in their service of me.",145,"Eliot, George",PR,1871,female,Male,Lydgate,21,abel and her husband are not experienced enough to be left quite alone and this kind of responsibility is scarcely included in their service of me,English Literature,1850-1880,21_3,3,False,True,57,1.0,context_leaf_mcs60_ms1_nn10
22,145,opium,"You have some fresh instructions, I presume.” The chief new instruction that Lydgate had to give was on the administration of extremely moderate doses of opium , in case of the sleeplessness continuing after several hours.",145,"Eliot, George",PR,1871,female,Male,Lydgate,21,you have some fresh instructions i presume the chief new instruction that lydgate had to give was on the administration of extremely moderate doses of opium in case of the sleeplessness continuing after several hours,English Literature,1850-1880,21_4,4,True,True,41,1.0,context_leaf_mcs60_ms1_nn10
22,145,opium,"He had taken the precaution of bringing opium in his pocket, and he gave minute directions to Bulstrode as to the doses, and the point at which they should cease.",145,"Eliot, George",PR,1871,female,Male,Lydgate,21,he had taken the precaution of bringing opium in his pocket and he gave minute directions to bulstrode as to the doses and the point at which they should cease,English Literature,1850-1880,21_5,5,True,True,1,0.8464371209366975,context_leaf_mcs60_ms1_nn10
